	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
84.01039	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
84.17719	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
84.34378	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
84.51054	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
84.67708	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
84.84377	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
85.01059	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
85.1773	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
85.3438	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
85.51066	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
85.67728	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
85.84396	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
86.01053	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
86.17718	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
86.3438	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
86.51056	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
86.67735	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
86.84403	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
87.01069	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
87.17731	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
87.3439	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
87.5108	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
87.67739	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
87.84401	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
88.01081	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
88.17745	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
88.34414	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
88.51063	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
88.67735	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
88.84405	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
89.01086	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
89.17753	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
89.34412	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
89.51074	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
89.67744	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
89.84415	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
90.01089	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
90.17747	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
90.34421	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
90.51088	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
90.67767	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
90.84425	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
91.01097	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
91.17764	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
91.34421	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
