	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
35.50837	1.11	33.966	26.784	31.782	33.169	32.508	52.851	44.127	1.589	35.742	28.928	31.491	35.496	32.574	52.976	45.808	1.168	35.328	28.072	32.13	34.712	35.228	53.824	45.909	42.643	44.213	42.783	1.021	32.644	20.855	27.062	43.019	42.94	44.529	0.735	33.345	5.79	27.931	47.512	46.734	50.645	0.675	30.266	1.414	29.77
35.67486	1.127	33.309	26.705	32.038	32.182	32.863	53.333	43.781	1.771	34.895	28.691	32.338	35.429	33.028	53.362	45.888	1.351	35.299	28.36	32.486	34.745	35.0	54.311	46.875	41.446	44.066	42.665	1.074	32.74	21.622	27.347	42.117	44.886	45.102	0.752	33.964	6.175	27.758	46.222	44.69	51.225	0.465	31.963	1.598	28.458
35.84174	1.004	33.537	26.993	32.789	32.605	31.78	53.803	45.59	1.617	34.863	29.538	32.369	35.56	33.255	53.31	45.568	1.394	35.628	27.996	32.419	35.99	35.164	55.08	46.098	42.172	43.55	44.276	0.986	33.067	23.612	28.358	42.386	42.7	46.584	0.728	32.653	6.483	27.917	46.755	46.696	51.204	0.572	33.796	1.609	29.798
36.00832	1.138	35.906	26.576	32.767	33.63	32.314	54.998	45.669	1.816	34.94	28.598	32.773	36.39	33.855	54.014	47.154	1.201	35.116	28.596	33.085	36.1	34.749	55.194	48.11	41.989	43.662	44.486	0.989	32.455	24.21	27.549	42.891	43.794	46.599	0.927	33.122	6.684	27.992	47.621	46.284	51.678	0.477	35.019	1.514	29.023
36.17506	1.218	33.469	27.504	34.031	33.714	33.085	54.386	46.82	1.701	35.586	28.744	32.432	35.723	34.072	53.6	46.107	1.315	35.665	28.547	33.466	36.123	35.754	55.701	47.69	42.809	46.058	44.553	1.203	32.606	24.483	28.187	43.155	45.109	47.227	0.778	32.518	6.509	28.925	48.118	47.075	51.622	0.59	36.223	1.564	29.434
36.34169	1.12	33.404	26.028	33.113	32.467	33.61	54.681	45.672	1.898	35.619	28.186	33.777	35.428	33.711	54.781	46.566	1.315	36.059	28.318	34.089	37.435	35.754	56.193	47.821	42.514	46.189	44.521	1.203	32.902	25.763	28.384	42.958	43.764	46.965	0.942	32.879	7.296	28.072	48.216	46.451	51.72	0.688	35.599	1.663	29.73
36.50843	1.138	34.072	26.248	33.487	33.925	34.443	55.227	46.619	1.882	35.824	29.351	33.821	35.571	35.69	54.636	46.564	1.266	36.131	28.891	34.33	35.575	35.568	56.668	47.455	43.136	44.743	45.24	1.055	32.75	27.126	28.434	43.055	44.384	46.009	0.763	32.827	7.109	28.188	49.554	46.906	52.169	0.575	37.443	1.711	29.678
36.67503	1.209	34.159	26.921	33.41	33.749	34.464	55.651	46.352	2.019	36.208	28.944	33.745	35.429	34.63	55.651	46.886	1.306	36.155	28.485	34.319	35.598	35.918	57.324	48.139	42.278	45.458	45.201	1.16	33.296	27.702	28.584	43.77	44.215	46.594	0.835	32.848	7.577	28.699	48.436	46.705	52.167	0.581	38.81	1.619	29.141
36.84179	1.349	35.437	26.127	34.49	33.681	35.348	55.796	46.263	2.029	35.816	28.481	33.646	36.773	35.646	55.896	47.452	1.315	35.698	28.908	35.106	37.337	37.362	57.8	47.395	42.514	44.615	44.849	1.17	32.606	29.666	28.482	43.942	44.42	46.538	0.745	33.108	8.379	28.236	48.413	46.681	51.72	0.524	39.732	1.663	29.369
37.00841	1.236	34.662	26.674	34.306	34.056	36.212	56.701	47.34	2.111	35.824	28.205	34.706	37.34	36.804	55.717	46.695	1.397	36.0	28.891	34.821	36.591	37.664	58.11	47.455	42.775	44.35	46.353	1.284	32.946	30.991	29.252	44.627	45.334	46.5	0.862	33.155	8.092	28.287	49.554	47.004	53.119	0.608	40.031	1.973	29.383
37.17508	1.392	34.695	26.255	34.078	34.713	35.983	56.818	47.003	2.069	36.444	29.322	34.378	37.666	36.476	56.488	47.768	1.387	36.063	28.075	34.592	36.557	37.368	58.452	47.609	43.325	45.258	46.083	1.241	33.602	33.023	28.535	43.735	44.114	47.636	0.722	33.385	8.929	28.258	49.444	47.126	54.12	0.566	40.779	1.798	29.778
37.3419	1.335	34.956	27.067	35.453	34.482	35.983	56.8	46.947	2.177	36.381	29.22	34.837	37.7	36.509	56.995	46.499	1.496	36.328	28.891	35.247	36.525	38.876	58.011	47.324	42.841	45.922	45.928	1.251	32.979	33.383	28.761	43.546	43.696	47.778	0.829	33.449	8.977	28.909	49.16	48.249	53.807	0.477	40.129	1.907	29.219
37.50848	1.34	34.749	28.232	35.638	34.371	36.857	56.635	48.286	2.38	35.945	29.141	35.056	37.362	37.187	56.995	46.919	1.469	35.958	29.533	36.252	37.532	38.409	58.963	48.27	42.966	45.032	45.562	1.356	33.754	30.291	29.076	43.77	44.477	46.201	0.933	33.438	9.38	28.535	49.091	46.639	53.347	0.581	42.645	1.914	29.109
37.67522	1.448	34.42	27.537	35.179	34.501	36.431	58.092	46.492	2.193	36.734	29.301	35.351	38.38	36.663	56.88	47.55	1.479	35.764	29.203	35.598	37.042	39.264	59.735	47.723	42.022	45.894	45.898	1.367	34.312	25.992	29.893	44.106	44.026	47.719	0.844	32.584	9.887	29.121	49.659	46.55	53.36	0.623	40.158	2.024	29.27
37.84185	1.448	34.945	26.783	35.376	35.518	37.611	57.961	47.476	2.423	36.636	29.465	36.204	37.56	37.975	56.847	47.55	1.578	36.059	29.761	35.794	38.157	39.067	59.801	49.953	42.94	44.68	46.587	1.367	33.886	25.041	29.597	44.992	43.567	48.703	0.778	33.108	10.445	29.056	49.528	46.878	53.131	0.623	40.454	2.024	30.386
38.00856	1.507	34.759	27.421	36.371	36.578	37.95	58.486	47.349	2.219	36.809	29.446	36.378	36.751	37.952	57.831	47.457	1.571	36.56	28.986	36.821	37.969	40.223	60.258	49.268	43.11	45.866	47.248	1.393	34.421	25.744	29.61	44.472	43.638	46.74	0.87	33.448	11.057	29.331	50.089	47.571	53.1	0.682	40.363	2.016	29.807
38.17525	1.585	35.698	27.949	36.195	36.044	37.281	58.962	47.054	2.36	36.302	28.789	36.593	38.408	38.821	57.944	46.412	1.548	36.673	29.047	36.545	38.182	40.302	59.679	49.592	43.082	44.491	47.083	1.368	33.918	24.961	30.096	43.328	45.54	49.16	0.817	32.884	11.313	29.722	51.066	45.77	53.843	0.596	40.276	2.089	29.538
38.34196	1.617	35.623	27.325	36.316	36.458	38.618	59.339	47.406	2.528	36.725	29.222	36.588	37.911	39.278	58.947	47.972	1.617	36.607	28.436	37.49	38.18	40.502	60.721	50.146	42.836	45.2	47.042	1.571	33.842	26.503	30.241	44.068	44.25	47.682	0.948	33.95	12.162	29.666	50.214	47.004	53.982	0.695	39.658	2.228	29.882
38.50856	1.728	35.546	27.067	36.501	37.528	38.538	59.977	47.733	2.537	36.938	29.81	36.409	38.421	39.162	58.567	47.482	1.758	36.229	30.07	37.344	37.803	41.989	60.927	49.978	44.348	44.906	46.419	1.677	33.765	26.798	30.334	43.743	44.351	48.368	0.927	33.22	12.122	29.597	50.536	46.579	54.004	0.575	40.522	2.169	30.628
38.6753	1.52	35.24	27.556	37.046	36.797	38.59	59.453	48.134	2.425	35.582	29.116	37.116	38.309	39.05	58.763	48.768	1.744	36.739	29.047	37.494	38.247	41.512	61.086	51.228	43.573	46.422	47.836	1.532	33.951	26.499	30.391	44.572	43.511	47.884	0.916	33.407	13.441	30.54	49.692	46.621	54.432	0.563	40.44	2.384	30.029
38.84191	1.683	35.437	27.752	37.668	36.96	39.867	59.911	48.429	2.524	36.695	29.673	37.084	37.197	39.639	58.533	49.161	1.679	36.477	28.72	37.69	38.869	42.658	62.133	50.508	44.555	45.473	47.476	1.565	34.245	26.761	30.424	44.212	43.904	48.113	0.948	32.982	13.441	30.147	50.444	47.145	52.697	0.465	40.178	2.351	29.669
39.00862	1.614	35.612	27.611	37.454	37.07	39.755	60.7	48.245	2.623	37.14	29.77	37.593	37.998	39.955	59.422	49.336	1.909	38.465	29.541	38.102	38.595	42.393	61.918	51.378	43.052	45.383	47.388	1.567	34.717	27.346	31.215	46.055	44.434	47.242	0.945	32.922	13.993	30.706	48.887	47.056	54.098	0.593	40.663	2.388	30.429
39.17529	1.728	35.677	27.886	38.008	36.742	39.881	60.96	49.371	2.799	36.741	30.039	38.342	38.912	40.309	59.386	49.054	1.856	36.721	29.972	38.49	39.277	41.923	62.401	51.124	44.512	46.086	48.286	1.48	35.076	27.126	31.578	45.217	45.891	47.45	1.026	34.17	14.546	30.383	50.504	47.529	53.512	0.608	39.736	2.3	30.431
39.3421	1.734	35.011	27.478	38.031	36.862	40.036	60.928	49.957	2.937	36.109	29.96	38.104	39.165	40.3	60.469	49.181	1.863	37.335	28.714	38.317	38.843	42.604	62.175	50.99	44.768	45.327	46.775	1.782	34.18	27.505	31.993	44.852	47.099	48.102	1.13	33.47	15.28	30.403	50.173	47.95	53.216	0.483	39.4	2.57	30.256
39.50874	1.743	36.027	27.766	38.492	36.994	40.891	61.995	49.805	2.947	35.619	29.793	38.631	39.626	40.96	60.422	48.961	1.807	37.141	29.433	38.779	40.289	42.937	63.245	51.626	44.187	46.976	47.604	1.662	35.394	27.37	32.517	45.156	46.552	48.047	1.04	33.961	16.053	31.417	50.775	47.042	55.0	0.524	38.912	2.68	30.615
39.67554	1.746	36.465	28.366	39.225	37.529	41.1	61.52	51.46	3.049	36.746	29.114	37.889	39.015	40.381	60.537	51.042	1.876	37.186	30.066	40.464	38.858	43.442	62.738	52.362	44.2	47.286	47.782	1.764	35.307	26.854	33.512	44.907	46.402	46.782	0.945	34.333	17.405	31.034	49.641	47.45	54.491	0.626	39.252	2.782	31.085
39.84203	1.832	35.306	27.74	38.85	37.256	40.265	61.846	49.302	3.101	36.896	29.37	38.989	38.87	40.825	60.174	51.114	1.994	37.761	30.287	39.727	39.924	44.341	63.748	52.924	44.768	47.622	47.66	1.782	35.754	27.243	33.73	45.441	47.394	47.381	1.064	33.897	17.115	31.485	49.812	47.688	55.772	0.679	39.662	2.799	30.747
40.00872	1.704	35.382	27.683	39.255	38.414	42.179	61.764	51.578	3.104	37.727	29.675	39.328	39.668	41.919	61.207	53.358	1.801	37.248	29.806	39.772	40.133	42.846	63.799	53.333	44.454	48.03	46.69	1.983	35.601	26.334	34.233	45.718	47.146	47.494	1.034	34.333	17.876	31.954	49.237	47.342	54.346	0.617	39.38	2.869	31.741
40.17541	1.847	35.886	27.981	40.156	38.459	42.425	62.259	50.95	3.053	37.48	30.338	38.918	40.536	42.494	61.998	52.303	1.913	37.264	29.88	40.378	40.215	43.882	64.265	52.181	45.198	50.024	48.584	1.8	36.303	26.962	34.835	46.693	49.009	46.6	1.177	34.147	18.823	31.208	49.0	48.022	53.916	0.629	39.527	2.982	30.8
40.34207	1.946	36.083	28.375	40.024	38.853	41.736	62.948	49.933	3.315	36.331	29.517	39.968	39.945	42.395	61.867	54.338	2.11	38.182	30.175	40.181	38.968	44.276	64.298	53.165	45.034	49.171	47.402	1.964	35.745	27.061	35.294	46.463	48.746	46.206	1.243	33.982	20.267	31.503	49.656	47.923	53.49	0.629	40.019	2.982	31.096
40.50883	2.139	35.842	28.76	40.242	39.071	42.609	63.029	51.854	3.246	37.632	30.065	40.152	40.262	43.104	62.867	51.96	2.205	36.858	29.935	40.694	40.301	44.492	64.87	52.428	45.283	49.353	47.027	2.059	36.127	26.953	35.71	46.383	49.125	47.143	1.24	34.464	19.899	31.985	50.986	49.976	53.802	0.593	39.154	3.175	32.266
40.67541	2.065	35.841	28.306	41.026	39.43	43.228	63.436	50.07	3.399	37.596	29.642	39.525	39.308	42.64	62.42	52.145	2.194	37.74	30.002	40.558	40.133	44.944	64.815	52.513	45.831	48.98	47.477	1.983	35.568	26.957	36.167	46.406	49.769	47.494	1.264	33.743	21.843	32.085	50.384	48.555	53.428	0.682	39.707	3.196	32.069
40.84203	2.083	35.153	27.638	40.245	39.007	43.073	64.033	51.407	3.519	37.044	30.095	40.518	39.739	43.241	62.624	52.3	2.084	37.485	30.655	41.749	39.681	44.335	65.582	54.313	45.719	51.039	46.774	2.169	36.326	27.474	36.237	47.083	49.925	48.992	1.348	34.956	23.434	32.706	50.867	48.937	54.834	0.635	39.059	3.187	32.496
41.00887	2.086	36.51	28.665	40.586	38.69	42.396	64.15	51.521	3.72	37.679	30.433	40.399	39.981	44.338	62.642	52.02	2.284	38.252	30.567	42.221	40.449	45.662	65.305	53.343	46.521	50.857	47.773	2.172	37.027	27.22	36.839	47.754	51.253	47.627	1.186	35.098	23.344	31.928	50.882	50.79	54.226	0.605	40.122	3.191	32.704
41.17559	2.152	37.003	28.698	41.308	38.263	44.728	64.084	51.488	3.556	37.811	30.433	40.924	40.178	42.958	63.135	51.856	2.284	37.628	30.206	41.63	41.828	45.333	65.601	53.606	46.751	50.956	46.887	2.271	37.421	27.976	37.365	47.885	49.743	48.481	1.285	34.901	25.807	33.11	51.572	49.838	53.931	0.638	39.4	3.29	32.639
41.34218	2.184	35.492	28.927	42.72	40.004	44.334	64.741	52.67	3.851	38.106	31.123	40.891	40.802	45.257	64.711	52.972	2.317	38.416	30.961	42.812	41.007	46.745	66.356	52.818	46.718	52.039	47.97	2.172	37.323	27.385	38.021	47.656	51.253	48.875	1.449	35.0	26.431	33.505	52.426	51.25	53.963	0.802	40.024	3.388	32.704
41.50885	2.366	36.421	28.685	42.264	39.617	44.04	64.455	51.51	3.735	37.817	30.482	41.124	40.61	44.994	64.456	51.749	2.496	38.191	30.712	42.289	40.354	46.053	66.131	52.938	47.368	52.257	47.473	2.285	37.953	27.96	37.994	47.812	50.192	47.752	1.139	35.503	27.172	34.041	51.562	51.01	53.787	0.623	39.109	3.5	32.583
41.67553	2.336	37.187	28.694	42.506	40.613	44.906	65.293	52.346	3.968	38.452	30.721	41.268	40.426	45.106	64.474	52.485	2.27	37.908	31.149	42.105	39.579	47.412	66.281	54.265	46.3	52.765	46.601	2.354	39.211	27.051	37.908	47.236	51.356	48.849	1.339	35.251	29.806	34.347	51.872	52.436	54.557	0.79	38.924	3.569	33.218
41.84225	2.355	36.204	29.34	42.22	39.403	43.735	65.302	51.42	4.089	38.492	32.096	42.428	41.188	45.809	65.207	54.119	2.751	38.868	30.982	42.772	40.473	46.74	66.788	53.966	46.287	52.695	46.685	2.41	38.463	27.207	39.261	47.882	53.42	48.51	1.39	35.81	30.162	35.399	52.456	54.762	53.009	0.71	39.884	3.922	33.712
42.00899	2.661	37.274	29.275	42.756	39.453	44.86	65.538	52.396	4.456	39.358	31.302	42.764	41.922	45.027	64.555	53.815	2.627	38.879	31.532	44.191	41.24	48.054	67.049	53.823	48.024	54.126	46.915	2.482	38.871	27.632	39.273	47.78	52.095	48.637	1.335	35.732	30.977	35.747	52.513	53.503	54.672	0.623	40.65	4.057	33.337
42.17558	2.563	35.929	28.98	43.576	39.978	44.926	66.03	52.232	4.358	39.03	32.023	42.961	41.102	45.552	65.604	53.487	2.529	38.683	31.761	43.568	41.24	47.89	67.148	53.462	46.548	53.339	48.063	2.679	39.789	27.567	38.945	48.271	53.505	49.129	1.532	36.093	31.37	36.042	52.152	53.142	56.181	0.623	39.24	4.057	33.501
42.34236	2.569	36.903	28.9	43.732	39.87	44.952	66.033	52.427	4.267	38.136	31.519	42.658	41.586	45.972	66.067	53.419	2.602	38.97	30.831	43.922	41.823	47.885	67.776	55.233	48.185	52.715	47.895	2.752	40.011	28.176	40.118	47.546	52.651	48.831	1.374	35.229	34.18	36.426	52.084	54.519	55.36	0.695	39.035	4.197	33.721
42.509	2.585	36.861	29.439	43.863	40.52	45.575	66.485	54.114	4.483	39.017	31.274	42.887	40.892	46.105	66.16	52.181	3.113	39.164	32.296	44.448	40.572	47.693	67.61	55.181	48.455	54.173	47.473	2.705	39.843	28.126	39.918	49.36	52.992	49.792	1.488	35.613	34.433	36.811	52.259	54.368	55.539	0.611	39.391	4.48	33.975
42.67569	2.832	37.1	29.622	44.651	41.347	46.658	66.197	51.902	4.464	39.284	31.946	44.332	42.045	47.186	66.33	53.288	2.996	38.117	31.717	44.972	41.363	49.198	68.269	53.789	47.66	53.699	48.387	2.949	40.667	28.144	40.578	48.498	52.913	50.045	1.67	36.017	29.455	37.213	51.69	54.683	55.557	0.596	38.74	4.623	34.049
42.84232	2.871	37.615	29.279	44.743	40.419	46.685	66.693	53.048	4.373	38.915	31.146	43.045	41.709	46.721	66.597	53.515	2.937	39.52	32.395	44.408	41.717	48.931	68.045	54.641	48.411	54.421	48.514	2.957	40.331	28.557	40.34	49.217	52.748	49.156	1.479	36.171	26.619	38.55	52.41	54.222	55.359	0.701	38.567	4.566	34.466
43.00902	2.848	37.157	29.964	44.881	41.243	47.546	66.78	52.504	4.779	38.886	31.964	43.479	41.845	46.631	67.047	52.904	3.047	39.525	31.836	46.091	41.886	49.401	68.497	54.36	47.338	55.159	48.755	3.001	41.157	28.422	40.444	49.656	53.682	49.43	1.488	36.073	26.121	38.553	52.259	56.504	55.145	0.611	40.048	4.546	34.763
43.17569	2.891	37.339	29.439	45.708	42.307	46.73	67.341	53.282	4.719	39.719	31.925	44.273	41.43	47.126	67.211	54.701	3.021	39.765	32.253	46.454	41.797	48.972	69.247	55.857	48.811	53.634	48.981	3.171	41.56	28.78	40.979	49.387	53.505	49.818	1.532	36.88	26.483	38.961	53.103	55.832	54.836	0.59	39.142	4.844	35.568
43.34241	3.035	37.631	29.384	46.185	40.399	46.027	67.33	52.664	4.925	39.546	32.027	44.291	42.045	47.568	67.459	54.182	3.064	38.871	32.287	46.994	41.689	49.181	68.442	54.843	49.018	54.653	49.255	3.246	41.353	28.918	41.197	50.607	53.181	51.039	1.612	36.649	26.003	39.02	52.716	55.801	56.215	0.703	39.92	5.179	35.399
43.50909	3.048	37.218	30.404	46.205	41.692	47.719	67.01	53.48	4.94	38.612	31.773	44.148	42.816	48.213	67.633	54.145	2.981	38.855	32.428	46.328	42.526	50.353	69.241	55.464	49.503	53.93	49.215	3.228	42.027	29.023	41.805	50.078	52.588	50.608	1.559	36.89	27.022	39.56	52.384	55.898	55.493	0.682	40.035	5.491	36.069
43.67567	3.078	38.157	30.46	47.339	41.746	47.345	68.237	53.169	5.33	40.239	32.255	44.331	42.606	48.822	68.105	53.867	3.174	40.022	32.385	46.314	41.661	50.535	68.828	55.251	49.357	54.177	49.036	3.454	42.178	28.324	41.924	48.555	53.851	50.593	1.752	36.977	27.21	39.744	53.745	55.456	55.641	0.679	38.581	5.585	37.007
43.84245	3.245	38.136	30.568	47.582	40.938	47.424	68.255	54.988	5.235	39.727	32.101	44.246	41.832	48.967	67.6	54.67	3.21	40.854	32.592	47.771	42.034	50.845	69.536	55.365	49.569	55.668	49.411	3.425	42.125	29.318	42.691	50.012	53.375	49.985	1.756	38.038	27.121	40.642	54.023	56.291	55.362	0.682	38.921	5.688	37.577
44.00909	3.471	38.026	30.165	47.765	41.025	47.345	68.237	52.35	5.297	39.616	32.55	45.249	43.393	49.215	67.81	54.589	3.403	40.284	31.926	46.347	42.153	50.634	69.123	55.218	49.39	55.094	48.938	3.552	42.079	28.685	43.038	49.309	55.096	51.183	1.72	39.009	26.948	40.695	54.466	56.472	55.936	0.581	39.695	5.585	38.548
44.17579	3.268	37.937	30.867	48.36	41.951	47.711	68.003	53.302	5.649	40.214	32.987	45.32	42.319	48.728	68.264	54.427	3.363	40.717	32.953	47.63	41.898	51.128	70.493	56.169	49.557	55.914	49.105	3.512	42.741	29.714	43.274	49.77	54.015	51.578	1.746	38.691	26.241	40.571	54.369	57.356	56.33	0.771	39.638	6.068	38.621
44.34247	3.353	37.909	30.826	48.444	41.204	47.793	68.18	54.577	6.035	40.256	33.543	46.32	44.067	50.65	68.608	55.339	3.484	40.237	33.216	48.174	41.909	50.397	70.087	56.496	50.237	55.914	48.996	3.568	42.557	28.954	42.829	49.369	55.096	50.096	1.765	38.991	27.346	41.466	54.825	57.751	56.23	0.593	39.22	6.292	40.14
44.5091	3.35	37.635	31.735	48.003	42.012	50.042	68.981	54.331	5.965	41.031	33.303	45.814	42.775	49.979	68.556	54.996	3.48	40.159	33.139	48.061	42.847	51.104	69.739	55.955	50.681	56.127	50.359	4.056	43.561	30.223	43.865	49.354	55.243	51.622	1.663	39.143	29.009	42.142	54.383	58.161	56.083	0.623	39.142	6.517	39.34
44.67574	3.526	38.745	31.152	48.706	43.478	49.007	69.295	53.221	5.743	40.3	33.435	47.009	44.272	50.548	69.85	54.28	3.687	40.999	33.04	47.911	43.523	52.391	71.062	56.972	48.723	55.733	52.53	4.195	43.645	29.802	43.555	49.788	54.196	51.563	1.94	39.694	27.509	42.917	54.616	58.388	54.643	0.703	37.955	6.554	40.377
44.84252	3.559	38.122	31.48	48.543	43.183	48.418	69.622	55.677	5.907	40.66	32.649	46.813	43.257	49.5	68.736	55.557	3.654	41.065	32.581	48.271	42.508	51.834	70.473	57.168	48.821	55.995	51.023	4.359	43.842	28.885	43.391	49.461	54.851	51.432	1.841	39.694	26.985	42.557	53.862	59.829	55.626	0.768	39.069	6.751	40.737
45.00928	3.907	37.963	31.407	48.528	42.307	49.091	69.506	54.036	6.162	40.637	33.434	47.29	43.07	50.012	68.982	54.209	3.907	40.88	33.926	48.947	43.077	52.908	71.379	56.152	51.304	55.734	49.768	4.679	44.25	30.026	44.455	51.191	54.587	51.163	2.123	40.751	27.73	42.831	53.464	57.439	56.476	0.59	40.257	7.435	41.209
45.17591	3.868	38.53	32.174	49.32	43.299	49.686	69.173	54.398	6.645	40.415	33.412	46.869	43.668	51.524	69.665	55.522	3.899	41.018	33.904	47.574	42.657	52.189	71.765	55.923	49.896	56.783	51.313	4.54	44.616	30.695	44.395	49.947	55.014	52.116	1.952	41.414	27.317	43.395	55.925	58.225	55.886	0.715	40.265	7.524	42.166
45.34258	3.89	38.953	33.127	49.474	42.344	50.495	69.707	56.087	6.239	41.066	33.839	46.86	42.778	50.759	70.099	54.001	4.051	40.98	33.379	48.515	42.979	52.242	71.377	55.612	50.539	55.75	51.562	4.462	44.969	29.779	44.682	50.95	54.31	51.873	1.943	40.984	27.191	43.061	55.057	58.143	56.657	0.771	40.424	7.706	42.192
45.50923	4.013	38.708	31.853	49.475	43.25	49.939	69.839	54.658	6.367	40.564	34.44	47.777	44.375	51.649	69.611	55.683	4.111	41.858	33.424	48.286	43.004	52.709	71.517	56.939	51.039	56.948	50.946	4.786	44.933	30.67	44.351	50.86	55.112	52.178	2.129	41.53	27.388	44.301	55.333	58.358	56.903	0.695	39.527	7.872	43.106
45.67596	4.087	39.51	32.996	50.096	43.458	50.659	70.886	55.366	6.697	40.771	32.955	47.449	42.876	51.48	70.0	54.197	4.378	41.111	34.067	48.613	43.405	53.225	71.475	57.381	49.622	56.536	50.645	4.855	44.871	30.402	45.075	51.048	54.802	52.659	2.139	42.163	27.813	44.404	54.73	58.798	57.083	0.673	39.081	7.902	42.978
45.84263	4.192	39.337	32.066	50.387	43.745	49.77	70.007	54.579	6.903	41.32	34.188	47.674	44.114	53.115	70.629	53.212	4.485	41.726	34.024	50.051	43.824	53.19	71.712	57.054	49.685	56.635	51.986	5.126	45.783	29.701	45.365	51.046	56.178	52.461	2.047	42.418	27.996	44.628	54.958	58.635	56.427	0.876	39.204	8.437	43.497
46.00927	4.37	39.286	32.86	49.723	42.713	51.795	70.181	55.758	7.15	41.897	33.215	48.748	44.362	53.045	70.806	55.864	4.403	42.074	34.528	49.224	43.155	53.448	72.121	56.595	51.024	56.734	51.489	5.176	46.035	30.266	45.256	51.534	55.096	53.212	2.224	42.403	27.641	45.764	54.726	60.08	56.0	0.692	40.105	8.917	44.765
46.17596	4.407	38.38	33.035	50.591	44.3	50.661	71.119	54.264	7.483	41.384	33.816	48.335	43.916	52.6	71.679	55.027	4.374	41.792	34.375	49.73	43.923	53.562	72.206	57.727	50.317	57.112	51.997	5.344	46.016	30.08	45.073	50.959	56.818	52.834	2.162	42.317	26.961	45.318	55.07	60.458	56.049	0.695	39.363	9.02	44.681
46.34267	4.552	39.239	33.017	50.813	43.745	51.442	70.597	56.021	7.362	42.14	34.68	49.018	44.016	52.919	70.957	56.096	4.681	42.087	34.876	50.313	43.955	55.091	72.105	57.218	50.242	57.421	52.215	5.617	45.848	30.422	45.922	50.194	55.358	53.87	2.146	43.008	27.21	46.037	55.679	60.208	57.673	0.712	39.499	9.584	44.972
46.50935	4.68	38.316	33.393	50.831	43.682	51.263	71.407	55.133	7.069	42.408	33.947	48.707	43.954	51.825	72.001	55.632	4.714	41.799	33.982	50.168	42.747	54.758	72.694	57.481	49.805	56.998	52.305	5.85	45.893	30.307	46.231	51.465	56.671	53.867	2.172	43.702	28.106	46.344	57.22	58.474	56.361	0.835	39.203	9.693	45.183
46.67595	4.665	38.827	33.746	50.97	43.566	51.795	71.165	55.758	7.773	42.487	35.282	49.732	43.378	53.602	71.462	55.667	4.895	42.468	34.233	50.7	45.025	54.334	72.842	58.432	51.385	57.029	52.145	6.127	47.085	31.021	46.076	50.944	56.342	51.933	2.356	44.175	27.772	46.289	55.547	58.833	56.492	0.79	40.466	10.491	45.487
46.84269	4.885	39.884	33.118	51.912	44.561	50.963	71.215	56.019	7.9	42.467	34.593	49.557	44.046	53.53	71.942	55.203	5.018	42.022	35.418	51.183	43.562	55.939	73.129	58.631	50.623	57.032	52.467	6.188	47.071	30.525	45.635	51.397	56.048	53.143	2.342	44.155	27.829	47.357	55.249	60.873	57.543	0.71	39.293	10.131	45.999
47.00941	5.14	39.367	33.82	51.619	44.306	52.051	71.702	56.643	7.956	42.507	34.275	49.954	43.856	53.828	72.034	56.026	5.174	42.028	34.508	51.022	44.455	55.579	73.187	57.842	51.742	55.52	53.126	6.277	47.47	30.274	45.706	50.677	55.03	53.21	2.369	44.72	28.5	47.099	56.136	59.459	57.641	0.704	39.695	10.613	46.529
47.17603	4.885	39.818	33.939	51.879	44.89	52.902	71.938	54.869	8.195	42.336	35.184	49.918	44.9	54.384	72.665	56.058	5.38	42.351	34.3	50.789	43.66	55.644	73.655	57.711	51.379	57.492	51.219	6.451	46.972	31.083	46.226	51.102	55.194	53.209	2.375	44.746	28.388	47.325	56.07	59.395	58.134	0.907	39.818	11.412	47.576
47.34278	5.103	40.373	33.711	51.539	44.293	52.758	72.307	55.839	8.444	42.198	35.216	50.104	45.55	54.6	72.441	56.503	5.104	42.672	35.186	50.81	43.457	55.399	73.1	58.252	50.282	57.047	52.881	6.765	46.733	31.577	46.184	50.957	56.556	52.603	2.562	44.477	28.293	47.611	55.201	59.344	57.92	0.832	40.898	11.657	47.893
