	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	relA-1	purT-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	relA-2	purT-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
60.50895	23.425	57.158	64.231	59.679	71.365	38.255	6.554	27.514	23.396	60.299	62.862	63.077	71.141	40.213	8.511	30.005	23.456	60.848	1.685	66.709	73.275	45.381	5.476	32.186	23.7	23.659	28.226	27.559	38.851	32.586	44.918	21.089	19.591	23.633	34.856	31.905	29.408	43.022	17.871	13.709	18.11	31.734	2.678	24.378	36.848
60.67568	23.584	56.842	64.305	59.686	71.497	38.139	7.008	27.632	23.426	60.41	62.583	62.955	71.131	40.26	8.514	30.275	23.526	60.927	1.476	66.748	73.257	45.437	5.512	32.211	23.795	23.649	28.325	27.615	38.861	32.828	45.164	21.247	19.674	23.878	34.8	32.089	29.539	43.055	18.054	14.008	18.439	31.92	2.573	24.326	37.051
60.84237	23.804	57.198	64.403	59.871	71.28	38.386	6.69	27.734	23.672	60.449	62.681	63.282	71.142	40.391	8.394	30.35	23.631	61.225	2.014	66.816	73.267	45.537	5.564	32.372	23.869	23.955	28.315	27.549	38.936	32.904	45.037	21.181	19.665	23.698	34.875	31.765	29.615	43.043	18.047	14.173	18.232	31.967	2.826	24.604	37.126
61.00899	23.83	57.328	64.337	59.803	71.275	38.332	6.846	27.771	23.789	60.589	62.474	63.044	70.938	40.369	8.355	30.265	23.717	61.102	1.627	66.896	73.066	45.492	5.693	32.403	23.817	23.895	28.344	27.662	38.712	33.019	44.99	21.206	19.721	23.981	34.906	32.194	29.73	43.108	18.238	14.193	18.681	31.997	2.58	24.571	36.958
61.17569	23.995	56.898	64.416	59.741	70.948	38.375	6.914	27.978	23.576	60.431	62.55	62.923	70.754	40.294	8.331	30.483	23.878	60.866	1.497	66.742	72.763	45.438	5.474	32.447	24.144	23.889	28.42	27.455	38.839	33.065	45.024	21.43	19.999	24.089	34.864	31.812	29.69	43.23	18.126	14.08	18.596	31.901	2.651	24.682	37.058
61.34243	24.081	57.411	64.187	59.77	71.091	38.604	6.999	28.093	23.775	60.26	62.464	63.408	70.839	40.58	8.502	30.683	23.963	60.695	1.611	66.885	72.792	45.495	5.303	32.733	24.115	23.946	28.305	27.54	38.925	33.265	45.224	21.658	19.828	24.204	35.036	32.069	30.09	43.202	18.24	14.137	18.511	32.043	2.709	24.853	37.201
61.50904	24.067	57.337	64.336	59.778	70.748	38.58	6.806	28.801	23.865	60.171	62.323	63.014	70.838	40.465	8.471	30.719	24.085	61.327	1.591	66.742	72.728	45.542	5.621	32.709	24.402	24.074	28.456	27.553	39.24	33.387	45.244	21.473	19.783	24.646	35.154	32.22	29.954	43.169	18.463	14.303	18.99	32.279	2.862	24.985	37.232
61.67568	24.144	57.3	64.365	59.546	70.989	38.503	6.932	27.971	24.046	60.36	62.303	62.987	70.767	40.426	8.355	30.894	24.345	60.845	1.77	66.953	72.523	45.549	5.665	32.86	24.416	24.095	28.544	27.576	38.997	33.305	45.276	21.806	19.892	24.209	35.021	32.279	30.302	43.165	18.438	14.108	18.967	32.026	2.665	25.17	37.186
61.84245	24.424	56.983	64.216	59.827	70.834	38.518	6.8	28.435	24.032	60.26	62.464	63.066	70.839	40.522	8.787	30.826	24.192	60.695	1.382	67.056	72.621	45.609	5.502	32.904	24.457	24.374	28.562	27.883	39.039	33.494	45.138	21.858	19.999	24.774	35.036	32.241	30.261	43.23	18.469	14.309	19.11	32.214	2.651	25.367	37.457
62.00915	24.517	57.192	64.501	59.802	70.792	38.509	6.788	28.324	24.25	60.185	62.342	62.921	70.711	40.59	8.788	30.937	24.388	61.148	1.888	66.646	72.427	45.631	5.515	32.81	24.614	24.353	28.474	27.773	39.252	33.689	45.278	21.867	20.26	24.811	35.197	32.068	30.37	43.291	18.579	14.589	19.332	32.154	2.791	25.295	37.303
62.17589	24.7	57.02	64.412	59.686	70.615	38.574	6.751	28.47	24.314	60.235	62.194	63.06	70.477	40.538	8.634	30.945	24.454	60.603	1.424	66.811	72.305	45.462	5.534	33.045	24.677	24.421	28.54	27.698	39.173	33.755	45.252	21.936	19.9	24.851	35.119	32.077	30.492	43.352	18.679	14.433	19.176	32.277	2.67	25.307	37.282
62.3425	24.717	57.106	64.216	59.717	70.565	38.595	7.045	28.865	24.449	60.1	62.342	63.035	70.398	40.647	8.532	31.278	24.616	60.465	1.717	67.101	72.427	45.574	5.629	33.095	24.785	24.581	28.674	27.517	38.996	33.803	45.335	21.839	20.203	24.811	35.111	32.182	30.427	43.291	18.693	14.447	19.503	32.24	2.62	25.494	37.389
62.50909	24.883	57.138	64.168	59.723	70.697	38.686	6.786	28.769	24.399	60.321	62.271	63.046	70.559	40.716	8.541	31.367	24.789	60.732	1.656	67.261	72.366	45.712	5.402	33.3	24.966	24.662	28.733	27.856	39.148	34.006	45.441	22.545	20.428	25.176	35.26	32.668	30.83	43.45	18.848	14.63	19.488	32.384	2.641	25.856	37.596
62.67582	24.784	57.212	64.339	60.044	70.557	38.782	6.82	29.085	24.746	60.512	62.311	63.269	70.503	40.792	8.998	31.529	24.782	60.699	1.754	67.238	72.321	45.726	5.599	33.423	25.02	24.733	28.869	28.007	39.318	34.025	45.463	22.306	20.351	25.276	35.326	32.406	30.846	43.627	18.981	14.45	19.674	32.462	2.749	25.739	37.743
62.8425	24.956	57.076	63.956	59.515	70.359	38.574	6.637	29.295	24.541	59.894	62.28	63.003	70.392	40.623	8.719	31.429	24.767	60.205	1.566	66.811	71.821	45.604	5.79	33.244	25.018	24.848	28.626	27.869	39.259	34.011	45.536	22.249	20.413	25.135	35.204	32.333	30.862	43.437	19.049	14.404	19.403	32.533	2.784	25.791	37.453
63.00915	24.943	57.1	63.994	59.803	70.275	38.76	6.646	29.77	24.932	60.446	62.474	63.13	70.452	40.711	8.584	31.579	24.945	60.36	1.77	66.953	71.809	45.749	5.722	33.546	25.359	24.98	28.716	27.833	39.397	34.104	45.704	22.434	20.463	25.237	35.363	32.451	31.101	43.679	19.181	14.764	19.852	32.454	2.922	26.084	37.672
63.17586	25.115	56.7	64.422	59.889	70.304	38.931	6.846	29.313	24.846	60.76	62.217	63.044	70.395	40.826	9.041	31.808	25.288	60.531	1.713	66.81	71.923	45.72	5.493	33.631	25.302	25.037	28.858	27.662	39.169	34.104	45.533	22.634	20.577	25.494	35.278	32.279	31.158	43.594	19.095	14.593	19.852	32.425	2.551	26.198	37.672
63.3426	25.207	57.16	64.343	59.779	70.173	38.774	7.007	29.335	24.918	60.317	62.599	63.138	70.265	40.844	9.152	31.991	25.328	60.596	1.958	67.136	71.882	45.86	5.799	33.674	25.404	25.101	28.755	27.926	39.385	34.373	45.5	22.726	20.442	25.558	35.492	32.519	31.142	43.472	19.094	14.992	19.966	32.58	2.851	25.974	37.63
63.50912	25.664	57.274	64.257	59.951	70.144	38.831	6.807	29.821	25.09	59.974	62.37	63.138	70.265	40.758	9.066	31.991	25.385	60.567	1.958	66.879	71.911	45.86	5.713	33.703	25.747	25.244	29.012	28.012	39.356	34.488	45.557	22.84	20.757	25.729	35.463	32.662	31.543	43.643	19.123	14.992	20.395	32.837	2.908	26.231	37.83
63.67585	24.917	56.884	64.232	59.871	69.938	38.757	7.004	30.074	25.413	60.107	62.224	63.282	70.4	40.934	9.193	32.006	25.486	60.397	1.757	67.016	71.526	45.851	5.764	33.828	25.953	25.61	29.0	28.063	39.192	34.502	45.779	22.951	20.778	25.496	35.417	32.507	31.327	43.5	19.474	15.086	20.458	32.652	2.626	26.573	37.754
63.8425	25.324	57.292	64.232	59.703	69.898	38.89	7.106	29.76	25.343	60.232	62.073	63.023	70.073	40.744	9.08	32.0	25.481	59.968	1.436	66.948	71.448	45.587	5.663	33.732	25.821	25.444	28.684	28.153	39.434	34.639	45.49	22.958	20.554	25.76	35.407	32.533	31.463	43.474	19.583	15.052	20.365	32.591	2.709	26.328	37.628
64.00926	25.85	56.812	64.216	59.684	69.693	39.003	6.828	29.776	25.488	60.517	62.293	63.265	70.326	40.95	9.016	32.167	25.647	60.552	1.668	67.313	71.651	45.838	5.759	33.988	25.941	25.516	28.933	28.111	39.695	34.721	45.823	23.285	20.883	25.744	35.464	32.611	31.659	43.744	19.724	15.307	20.451	32.642	2.994	26.736	37.914
64.17597	25.653	56.996	63.912	59.809	69.642	38.971	7.157	30.08	25.312	59.922	62.014	63.189	69.932	41.001	8.94	32.165	25.845	60.504	1.998	67.261	71.425	45.911	5.916	34.099	25.907	25.688	28.904	28.198	39.319	34.804	45.869	23.429	20.828	25.946	35.517	32.554	31.685	43.764	19.703	15.144	20.429	32.613	2.641	26.683	37.881
64.34258	25.712	56.894	64.178	59.734	69.904	39.025	6.944	29.871	25.45	60.068	62.278	63.311	69.965	40.966	9.52	32.306	25.786	60.456	1.672	67.067	71.399	45.842	5.901	34.152	26.272	25.719	29.045	28.057	39.314	34.774	45.744	23.375	21.228	26.005	35.599	32.866	31.911	43.755	19.939	15.265	21.035	32.782	2.802	26.744	37.934
64.50928	25.787	56.858	64.241	59.803	69.778	39.02	7.052	30.007	25.809	60.104	62.3	63.342	69.895	40.974	9.345	32.533	25.672	60.288	1.701	67.34	71.117	45.938	5.831	34.116	26.111	25.793	29.135	28.186	39.727	34.973	45.902	23.281	21.014	26.08	35.621	32.842	31.936	43.753	20.068	15.281	20.534	32.955	2.752	26.912	37.953
64.67601	25.761	57.154	64.193	59.786	69.557	39.016	7.124	30.452	25.776	59.937	61.994	63.35	69.9	41.11	9.838	32.418	25.955	60.269	1.746	67.203	71.404	46.011	5.674	34.169	26.276	25.851	29.702	28.443	39.722	35.084	46.033	23.511	21.242	26.309	35.56	32.955	32.018	43.858	19.961	15.487	20.853	32.868	2.742	27.029	37.892
64.84259	26.105	56.98	64.212	59.75	69.285	38.925	7.182	30.46	25.908	59.86	61.809	63.141	69.826	41.125	9.232	32.527	25.979	60.173	2.062	67.101	70.983	45.817	5.9	34.275	26.462	26.053	29.33	28.134	39.74	35.023	45.869	23.685	21.13	26.058	35.497	32.641	32.041	43.727	19.863	15.445	20.781	32.724	2.806	27.32	38.026
65.00926	25.897	56.728	64.219	59.772	69.327	39.024	6.923	30.344	25.966	59.925	62.041	63.126	69.904	40.974	9.428	32.644	26.038	60.499	1.762	67.119	71.002	45.95	5.798	34.409	26.706	25.99	29.096	28.3	39.832	35.283	45.878	23.787	21.387	26.276	35.685	33.031	32.108	43.912	20.166	15.407	21.294	32.919	2.83	27.324	38.193
65.17595	26.211	56.756	63.991	59.772	69.242	39.024	7.265	30.544	26.08	60.125	61.898	62.955	69.732	41.231	9.399	32.673	26.295	60.299	1.704	66.947	70.973	46.036	5.769	34.438	26.821	26.218	29.124	28.215	39.546	35.34	45.935	23.702	21.301	26.419	35.599	32.802	32.28	43.94	19.938	15.493	21.008	32.948	2.83	27.41	38.164
65.34257	26.623	57.222	64.213	59.76	69.395	39.144	7.072	30.466	26.151	60.174	62.19	63.324	69.86	41.366	9.775	32.816	26.382	60.467	1.761	67.445	70.998	46.083	5.953	34.733	26.698	26.346	29.177	28.457	39.646	35.571	46.12	23.912	21.431	26.63	35.892	32.654	32.485	43.943	20.037	15.535	21.37	32.917	2.793	27.528	38.06
65.50938	26.549	57.262	64.105	59.654	69.138	39.12	7.449	30.631	26.267	59.77	61.934	63.243	69.63	41.079	9.199	32.679	26.388	60.129	1.741	67.159	70.65	45.929	5.814	34.678	27.069	26.5	29.7	28.325	39.99	35.433	46.083	24.325	21.585	26.414	35.781	33.12	32.375	43.966	20.144	15.385	21.246	32.838	3.033	27.6	38.177
65.67604	26.713	57.087	64.07	59.764	69.155	39.163	7.26	30.951	26.479	60.185	61.953	63.121	69.619	41.204	9.803	32.867	26.375	60.294	1.725	67.033	70.664	46.104	5.794	34.635	26.965	26.55	29.231	28.346	39.774	35.478	46.087	24.089	21.691	26.378	35.881	33.08	32.59	44.002	20.773	15.643	21.474	32.97	2.847	27.795	38.247
65.84267	26.519	56.906	63.981	59.729	69.132	39.209	6.977	31.242	26.357	60.138	62.156	63.32	69.425	41.2	9.733	33.111	26.447	59.977	1.753	67.325	70.762	46.056	5.743	34.911	27.276	26.699	29.329	28.324	39.509	35.665	46.265	24.323	21.67	26.727	35.814	33.064	32.549	44.004	20.509	15.521	21.383	33.04	2.786	27.769	38.21
66.00932	26.921	56.861	64.019	59.74	69.138	39.263	7.392	31.375	26.524	60.314	61.791	63.501	69.773	41.422	9.886	33.194	26.731	60.272	1.798	67.016	70.622	46.101	6.071	34.85	27.269	26.815	29.27	28.497	39.847	35.633	46.569	24.325	21.842	26.614	35.838	32.948	32.861	44.052	20.545	15.642	21.447	33.096	3.005	27.943	38.177
66.17606	26.718	57.065	64.143	59.747	69.183	39.413	7.076	31.596	26.821	60.106	61.892	63.197	69.476	41.378	9.61	33.228	26.793	60.483	1.766	67.291	70.644	46.154	5.844	34.858	27.597	26.985	29.445	28.437	39.915	35.953	46.162	24.522	22.013	26.582	35.903	33.008	32.925	44.127	20.588	15.857	21.635	33.156	2.854	28.138	38.415
66.34262	27.195	56.964	64.159	59.517	68.713	39.25	6.959	30.773	26.443	60.1	61.857	63.035	69.429	41.302	9.7	33.073	26.724	59.952	1.66	67.272	70.262	46.058	5.886	34.861	27.433	26.717	29.528	28.457	39.879	35.74	46.075	24.516	21.884	26.947	35.88	32.922	32.848	43.889	20.687	15.671	21.468	33.094	2.933	28.029	38.329
66.50932	27.139	57.063	64.137	59.942	68.914	39.313	7.487	31.486	27.119	60.75	62.082	63.39	69.808	41.531	10.013	33.301	26.866	60.39	1.921	67.48	70.6	46.271	6.11	35.244	27.779	27.091	29.72	28.572	39.784	36.141	46.338	24.886	22.176	26.889	36.032	32.968	33.226	44.335	20.931	15.914	21.891	33.202	3.126	28.361	38.399
66.67613	26.997	57.046	64.003	59.667	68.749	39.367	7.445	31.619	26.827	60.181	62.175	63.341	69.527	41.382	9.908	33.241	27.092	60.342	1.966	67.256	70.175	46.23	5.723	35.068	27.743	27.177	29.547	28.459	39.979	35.966	46.212	24.802	22.062	27.034	36.028	33.11	33.05	44.183	21.167	15.721	22.097	33.286	3.087	28.249	38.538
