	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
44.84212	1.347	53.936	38.533	39.0	27.024	21.981	42.742	41.221	1.179	49.775	38.731	46.263	26.853	16.73	43.089	41.241	1.13	53.601	38.445	54.727	27.301	12.257	44.423	40.819	39.676	56.678	54.253	40.057	1.547	37.401	28.16	36.819	42.074	56.784	48.872	48.89	37.36	34.103	29.034	32.708	47.433	60.261	61.75	52.34	7.538	34.252	32.401	30.29
45.00888	1.136	54.633	38.445	40.647	26.853	22.588	42.746	41.58	1.294	49.927	39.317	46.839	26.935	17.438	44.089	40.696	1.206	53.264	38.804	54.26	27.607	12.871	44.551	41.239	39.483	56.691	53.982	40.317	1.433	37.341	28.242	37.244	41.912	57.506	49.121	48.239	37.208	33.757	28.761	33.235	47.429	60.982	60.988	52.907	7.322	34.874	30.707	30.371
45.17553	1.169	54.761	38.477	38.941	26.402	22.073	42.875	40.968	1.23	49.895	38.77	46.324	27.192	16.955	43.542	41.115	1.206	53.328	39.19	54.357	27.156	13.354	44.712	41.625	39.708	56.82	53.917	39.802	1.594	37.019	26.858	37.244	42.588	57.313	49.411	48.239	36.499	34.497	27.795	33.718	46.689	59.791	61.407	52.231	7.708	34.52	29.548	30.371
45.34221	1.319	54.619	38.605	39.71	26.055	23.176	42.741	41.351	1.35	50.043	39.089	45.802	25.813	17.129	44.051	41.593	1.097	52.895	39.733	54.856	27.9	13.69	45.573	41.008	39.541	56.577	54.353	40.055	1.519	37.949	26.637	37.209	42.613	56.844	49.946	49.065	37.464	34.56	27.767	33.686	47.195	60.931	60.937	51.735	7.92	34.937	30.227	30.792
45.50892	1.265	55.148	38.638	41.13	27.046	23.36	43.068	41.805	1.294	50.023	39.542	46.228	26.355	18.243	44.218	41.919	1.238	53.135	39.255	54.711	27.349	13.805	44.905	41.464	39.773	57.592	53.885	39.931	1.497	37.921	27.341	37.823	42.653	57.409	49.057	48.625	37.594	34.465	28.664	34.297	47.429	60.338	62.34	51.684	8.127	34.584	30.546	31.207
45.67558	1.348	54.571	39.108	40.92	26.722	22.718	43.63	41.725	1.25	50.254	40.01	46.464	26.769	18.409	43.878	42.223	1.19	53.458	39.528	55.29	27.504	14.616	45.367	42.507	39.946	56.85	54.048	40.235	1.612	36.843	26.982	38.451	42.439	58.114	50.35	48.182	37.163	36.961	29.398	34.35	47.856	60.849	61.885	52.299	8.076	34.09	30.185	31.168
45.84234	1.416	54.94	38.605	41.35	26.57	24.463	43.353	42.573	1.285	50.269	39.828	47.571	26.103	18.834	44.244	42.461	1.226	53.795	39.122	54.984	26.902	14.301	45.895	41.909	40.795	57.51	53.935	40.537	1.616	37.563	27.281	38.688	42.742	57.134	51.587	48.196	36.885	35.815	28.378	34.104	47.774	61.156	61.226	52.571	8.113	33.908	30.613	31.982
46.00898	1.362	55.148	38.831	41.58	26.273	24.97	43.357	42.513	1.358	50.474	40.25	47.709	27.353	20.174	43.542	42.434	1.303	53.264	40.607	55.162	27.221	14.899	45.484	41.947	40.449	57.882	54.207	39.512	1.53	38.693	26.826	38.242	42.942	57.699	50.57	48.432	37.755	36.332	29.437	34.619	47.622	61.851	61.085	52.65	8.545	33.232	29.645	31.916
46.17558	1.319	55.294	38.926	41.64	26.055	25.975	42.741	42.991	1.285	50.075	40.182	47.185	26.778	20.024	43.987	41.979	1.226	53.602	40.28	55.403	26.356	15.877	46.249	42.874	40.313	56.866	54.257	40.28	1.423	39.107	26.734	38.881	43.031	57.166	51.104	47.746	36.885	35.975	29.15	34.683	47.42	61.703	62.481	52.314	8.627	34.873	29.937	32.143
46.34232	1.458	55.759	40.28	41.838	26.692	26.483	43.197	42.932	1.358	50.506	40.154	46.936	26.806	20.561	44.122	42.628	1.206	53.843	39.834	55.548	26.674	16.477	46.579	42.108	39.998	57.399	53.982	40.414	1.594	38.597	26.826	39.111	43.425	57.956	50.409	49.237	37.98	36.493	28.181	34.973	48.041	62.108	61.889	51.201	8.771	34.198	30.9	32.012
46.5089	1.416	55.198	39.827	42.026	27.245	26.49	43.867	43.249	1.446	50.494	40.311	47.153	26.617	21.922	44.759	43.265	1.194	53.988	40.312	55.274	26.613	16.971	45.959	42.295	40.216	57.22	54.418	40.537	1.584	39.3	26.927	39.235	43.096	57.713	50.622	48.582	37.367	36.587	27.51	35.969	47.42	61.863	61.548	53.279	8.724	33.972	28.393	32.529
46.67562	1.316	55.407	39.43	42.85	26.722	27.382	43.855	42.85	1.379	50.543	40.685	47.75	25.901	22.622	44.585	42.834	1.286	53.651	40.911	55.547	27.086	16.835	46.171	43.086	40.396	57.3	54.402	40.364	1.677	39.77	27.078	39.159	43.115	57.728	51.089	48.375	37.452	37.315	28.337	36.248	48.049	61.975	62.174	52.653	9.008	34.283	29.831	32.358
46.84241	1.351	55.326	39.827	42.315	26.28	26.297	44.125	43.667	1.35	50.655	40.761	46.992	26.617	21.858	44.598	42.976	1.226	53.892	40.376	55.499	27.288	18.515	45.605	42.777	40.313	57.027	54.16	40.376	1.616	38.817	27.023	39.46	43.289	58.099	50.525	48.421	37.078	37.455	27.863	36.42	47.999	62.732	62.545	51.735	9.11	34.744	29.262	33.494
47.00901	1.423	55.808	40.107	43.435	26.973	27.987	44.15	44.142	1.388	50.524	41.204	48.113	25.831	20.972	44.399	43.58	1.234	53.602	40.852	55.306	26.761	18.529	46.372	43.511	40.532	56.9	54.867	40.594	1.623	40.29	26.945	39.613	43.058	57.875	50.845	48.418	37.454	37.479	28.172	36.475	47.801	61.995	62.612	53.02	9.248	34.219	28.798	33.483
47.17576	1.469	55.613	40.766	43.905	26.299	28.441	44.522	44.032	1.464	51.034	41.285	47.073	26.673	21.807	44.45	43.761	1.347	53.891	40.74	55.597	26.895	18.945	46.039	43.081	40.907	57.256	54.737	40.709	1.701	39.793	27.465	39.663	43.433	57.749	51.42	49.28	36.629	37.817	28.338	37.068	48.533	62.193	62.972	52.889	9.526	33.393	30.06	33.943
47.34239	1.361	56.223	41.03	43.079	26.22	30.01	44.533	44.043	1.578	51.028	40.939	47.542	25.987	22.53	44.817	43.709	1.339	53.858	41.363	55.372	26.178	19.345	45.958	43.256	40.212	57.518	54.832	40.396	1.754	40.643	27.424	39.994	42.997	57.625	51.382	48.4	37.663	36.89	28.782	36.879	48.424	62.458	63.142	52.466	9.395	34.909	30.539	34.005
47.50917	1.479	55.66	40.511	43.75	26.324	28.983	44.56	44.102	1.505	51.08	41.193	47.469	26.314	22.313	45.165	43.896	1.359	53.649	41.326	55.71	26.247	20.064	46.885	44.184	40.527	57.565	55.171	40.456	1.776	40.379	26.623	40.247	43.054	57.768	51.336	48.518	37.919	38.337	28.721	37.586	48.027	62.631	62.799	52.42	9.831	33.812	28.639	33.748
47.67579	1.486	55.852	40.857	43.905	26.567	29.937	44.198	44.514	1.575	51.142	42.023	47.722	26.3	22.651	44.578	44.019	1.464	53.584	41.061	55.356	26.427	20.369	46.429	43.953	40.973	56.728	54.977	40.9	1.783	40.404	27.705	40.466	43.726	58.285	52.334	47.998	37.684	37.781	28.353	38.028	48.216	61.957	63.415	52.095	9.68	34.318	29.174	34.059
47.84255	1.672	55.607	41.133	43.769	26.788	30.454	44.286	44.926	1.531	51.636	41.496	47.399	25.977	23.384	44.991	44.627	1.493	53.955	41.794	55.857	26.687	21.134	46.523	44.402	40.484	57.07	55.476	40.762	1.742	41.01	26.995	40.779	43.82	57.823	51.117	48.163	38.022	37.672	28.646	37.82	48.25	62.595	63.635	52.752	9.877	35.073	28.66	34.811
48.0092	1.511	55.51	41.23	43.834	25.98	30.583	44.286	44.635	1.628	51.216	41.916	47.98	26.656	22.254	45.12	43.432	1.299	53.89	41.407	56.471	27.365	22.297	46.685	44.111	40.678	57.523	55.411	40.697	1.742	41.107	27.868	40.876	43.142	58.339	51.86	48.55	37.537	38.35	28.71	37.917	48.605	63.241	63.183	51.815	10.006	32.909	29.726	34.617
48.17582	1.521	56.172	41.234	44.39	25.908	31.096	44.195	45.094	1.604	50.906	42.536	47.86	27.072	24.281	45.159	44.57	1.376	54.229	41.735	55.938	26.748	22.451	46.273	44.28	41.009	57.476	55.815	40.412	1.785	42.341	27.217	41.173	43.861	58.294	52.1	49.369	37.604	39.227	29.612	37.37	48.55	63.1	62.848	52.119	10.41	33.943	29.368	34.876
48.34252	1.596	55.96	41.917	44.073	26.257	30.348	44.556	45.941	1.743	51.501	42.185	48.517	26.032	24.5	44.454	43.897	1.486	54.277	42.259	55.988	27.455	22.25	46.669	44.968	41.113	57.851	55.992	40.384	1.699	42.09	27.148	40.952	43.772	58.312	51.208	48.831	38.77	39.556	28.994	38.861	48.657	62.797	63.839	52.391	10.522	34.461	29.364	35.069
48.50923	1.708	55.688	41.824	44.008	26.505	29.558	44.492	45.94	1.534	51.328	42.704	47.736	26.18	25.492	45.23	44.608	1.465	54.294	42.389	55.712	26.405	21.433	46.698	44.544	40.885	58.153	55.977	40.581	1.681	42.606	26.908	41.374	42.8	57.549	52.199	48.112	37.193	38.653	29.043	38.672	48.587	62.903	64.105	52.379	10.69	34.503	28.121	35.727
48.67581	1.729	55.911	42.317	45.057	25.942	31.652	45.086	45.922	1.616	51.743	42.521	48.078	26.042	25.123	44.985	44.784	1.49	54.52	42.789	56.878	26.203	21.611	46.877	44.69	41.256	58.515	55.329	40.462	1.767	41.779	27.513	41.256	43.462	58.168	52.841	48.845	37.714	40.28	29.263	39.034	48.509	62.782	63.792	52.277	10.948	34.084	29.309	35.76
48.84266	1.542	56.364	41.759	45.213	26.606	29.664	44.788	45.333	1.654	51.288	42.902	48.041	26.578	24.848	45.529	44.714	1.692	54.617	42.394	56.296	26.19	22.113	46.807	44.814	41.25	57.869	56.429	40.907	1.839	42.776	28.212	42.35	44.136	58.59	52.225	48.033	37.154	40.662	28.732	39.091	48.376	63.012	64.928	52.049	10.959	34.365	28.552	36.396
49.00929	1.834	56.105	42.05	45.116	26.088	29.762	44.4	46.174	1.816	51.353	43.194	48.623	26.416	25.981	45.593	45.329	1.692	54.52	42.977	56.102	26.902	21.886	47.422	45.365	41.185	57.707	56.3	40.487	1.774	42.388	28.438	41.346	43.489	58.493	52.289	47.838	38.805	40.306	29.412	39.382	49.023	63.238	64.637	53.117	11.251	34.3	27.516	35.781
49.17582	1.661	56.103	42.609	45.585	25.912	30.141	44.962	46.48	1.737	51.671	42.914	48.513	26.991	27.298	45.413	45.182	1.556	54.002	42.958	56.59	26.538	23.556	46.63	45.415	41.071	57.679	56.916	40.853	1.827	41.884	27.685	41.844	43.926	56.942	53.095	47.6	37.805	40.382	28.79	39.228	48.525	64.09	65.556	52.238	11.607	35.112	28.415	36.366
49.34264	1.934	56.38	42.451	44.482	26.388	31.422	44.736	46.285	1.722	51.562	43.401	48.249	25.94	25.472	45.445	45.342	1.6	54.763	43.638	56.151	26.976	23.481	47.371	45.346	41.199	57.141	57.093	40.726	1.713	42.79	28.027	41.391	43.016	58.089	53.017	48.241	38.331	40.416	28.903	39.88	48.746	63.547	64.687	52.324	11.58	34.667	28.173	36.893
