strain,"1,2-propanediol","2,3-butanediol",HMDA,M9,NaCl,adipate,butanol,coumarate,glutarate,hexanoate,isobutyrate,octanoate,putrescine,evolved_compound
23BD7-4,0.5487926991193661,0.5009185453563575,0.14078442617534903,0.7696661312547101,0.07821861184146159,0.0,0.0,0.15347701946248268,0.06868956375019826,0.3196048803787088,0.271971097119688,0.0,0.1828665815445812,"2,3-butanediol"
23BD7-5,0.5182995891002041,0.4850072961848931,0.24535620929933719,0.7454982437059375,0.11501295762096077,0.08924273841820662,0.235970197843844,0.3792086300893982,0.07079844337339204,0.4234071572824359,0.3044176414487377,0.49320264701667677,0.23082189107267914,"2,3-butanediol"
23BD7-7,0.540295127551134,0.5218540992306325,0.1434831108430271,0.715525836466481,0.019162797232350665,0.0,0.6534378203580363,0.0,0.07004930382946913,0.2910371314083934,0.2364573924037712,0.0,0.06708798800527836,"2,3-butanediol"
23BD8-2,0.45392793171356827,0.3811487581222999,0.1853720669642374,0.8140090625094955,0.11089560345337295,0.16869572443315706,0.43123222971437447,0.45975026382646994,0.16678445212241153,0.6641777841661765,0.3651392928536115,0.5091817592093717,0.17738705394422674,"2,3-butanediol"
23BD8-7,0.44022753084250604,0.35402251840092225,0.2948529088905141,0.7615325021173168,0.176452363727407,0.18792064154464408,0.4705655777324152,0.4123193569186212,0.19574477090406808,0.47296797391985823,0.2107071413750301,0.42302275347918855,0.23705733769469514,"2,3-butanediol"
ADIP1-1,0.4321507210814855,0.2981686919729772,0.0,0.8095968162690652,0.0,0.4055810094730936,0.0,0.0,0.46955729600112006,0.5321350770946617,0.0,0.0,0.0,adipate
ADIP1-9,0.42143481628617696,0.28121320093463137,0.0,0.7003997259749856,0.0,0.38666738084125224,0.0,0.0,0.4757287977942725,0.4940123202893043,0.0,0.0,0.0,adipate
ADIP2-10,0.4338824458478396,0.2554725944542208,0.0,0.7400898912867223,0.0,0.3906149591851438,0.164776373540369,0.5940870647783182,0.4455093545995652,0.45001273559076743,0.3962070325656111,0.0,0.0,adipate
ADIP2-5,0.41884604608949444,0.256827964899847,0.0,0.7234871731522565,0.0,0.4016174873983666,0.17655929942454018,0.6187570739630294,0.47831033334886947,0.4824773523689437,0.3688485543484065,0.0,0.12091556628090583,adipate
ADIP2-6,0.4456737115311074,0.2662995287189873,0.0,0.7540371631164356,0.0,0.4133214926390931,0.0,0.5898441227679803,0.49674233740960977,0.4377120579352498,0.40815092391667745,0.0,0.3587654240837053,adipate
ADIP3-2,0.4148737246436332,0.27822865580494144,0.09746799740389887,0.6850127597752369,0.09812921466398213,0.411649429673343,0.0,0.21564466564062876,0.4888074606869506,0.5022034198126936,0.12391171639284022,0.18563475831322143,0.09046398134883156,adipate
ADIP3-4,0.42463232911464405,0.29890208773735977,0.0,0.7547311469232388,0.0,0.38537295144327616,0.0,0.0,0.46683117450405787,0.5182237700866684,0.0,0.0,0.0,adipate
ADIP3-8,0.4591628873149552,0.30720139566992616,0.119969383963291,0.7118794172397965,0.103031258872963,0.3872216223728315,0.0,0.585873407343857,0.46517106631405003,0.5155517253733466,0.1168515036642443,0.1958849013202274,0.0712379564748817,adipate
ADIP4-8,0.36488595053838574,0.2036345977446088,0.31959045099742744,0.6857304417887433,0.3038799301247684,0.37862957211359527,0.0,0.45819673952594125,0.3919495584880044,0.48142244331762774,0.3467227347922744,0.466226773633065,0.0806668506749908,adipate
ADIP6-10,0.38064956923497384,0.21679863239901448,0.26634821867399744,0.7193945641469753,0.2887529032613796,0.38888677053606246,0.08744366071415463,0.40158640774264703,0.4352815565636637,0.4838772104724135,0.21047948878348072,0.42825764960235907,0.32523194779576914,adipate
ADIP6-3,0.3930038416351082,0.035455918486853776,0.2578515347028499,0.7306050348572359,0.31112067930956844,0.3795883108138435,0.09960890245698162,0.46225319729612674,0.4515343041089628,0.4549843491528172,0.23008567373029526,0.5181029080198115,0.32243755987370415,adipate
ADIP6-9,0.36133651937675393,0.2075356311037612,0.2725754549597473,0.693324321303325,0.32697505767689045,0.36994152281876924,0.13600546508460637,0.48901000889918117,0.4068776193871497,0.4271533387711761,0.23228719728651903,0.5107434028294447,0.3479193198440065,adipate
ADIP7-2,0.35141794875293764,0.19679549075898062,0.21522709525417058,0.7409703004652323,0.17807911303010535,0.26813575899755226,0.0,0.48811125229776825,0.3137130590270584,0.4041086172337706,0.37286925268163973,0.1715883966888467,0.20399085848222775,adipate
ADIP7-5,0.4354621374959986,0.27949947102523764,0.18052336096831345,0.7186051796485501,0.2615243995280134,0.37008842133300046,0.0,0.25027922347975273,0.4135807861897915,0.49070786104086206,0.0,0.4876889289844288,0.16030781245872608,adipate
ADIP8-10,0.39434230551321425,0.22401072172261652,0.22287600948032693,0.6590441656286526,0.167782081485975,0.28386979302735366,0.0,0.44805274037126147,0.214556277718978,0.3919771321376422,0.32254685269684386,0.0,0.23040736396165096,adipate
ADIP8-3,0.3931271060554664,0.170507274802967,0.2311722541527301,0.6164449983743823,0.06307492409325596,0.2751296411894786,0.0,0.43479151312357667,0.27132899821170925,0.34636080706548017,0.3326170832808962,0.0,0.20719397438746334,adipate
ADIP8-7,0.39190264872614894,0.11426777086882435,0.11516797616174193,0.6531298092031549,0.18673288668649,0.26467016463956067,0.0,0.1149645710756881,0.27094326205477176,0.40780730813806254,0.2785376240477314,0.0,0.11862706830700481,adipate
BUT1-2,0.4463334217141732,0.28813189709911846,0.23752583434615082,0.8087177281838932,0.2682166316854109,0.3034965539914399,0.4122626649531543,0.4462987895482267,0.316597378525308,0.29821840614302464,0.4763207136374799,0.4767491538893571,0.36584348759393165,butanol
BUT1-3,0.4056087531558766,0.2586109137916394,0.18358953784685283,0.7165106142180327,0.20875448198496774,0.286116310084582,0.37974738839685607,0.4353280734257607,0.31807678720543814,0.3166928005910182,0.4273130634742568,0.39372982309202337,0.3619246910851999,butanol
BUT1-5,0.42285122873159636,0.2679496633020708,0.22175083095500758,0.734202471331277,0.248344025041861,0.293923534216538,0.3982762301445792,0.45275590648049885,0.3190726186698648,0.29856332684515247,0.463570784817142,0.4602618901025716,0.368716276945938,butanol
BUT2-9,0.3427761865802845,0.18378613223034823,0.33433911350411516,0.8023998063504624,0.19063751868105347,0.13186852447621086,0.5382061041568337,0.39881144848857836,0.1259304874434345,0.36500661285013775,0.3423984751180306,0.0,0.2626819766838792,butanol
BUT3-3,0.4397748872861625,0.214860422814977,0.3166920721274541,0.7429376163763624,0.25402741845130716,0.2991575534921574,0.4206105827675932,0.4928742344787338,0.31733763562752676,0.36636492441807006,0.07044320088613003,0.32924259200469624,0.3624415796935765,butanol
BUT3-6,0.4249746255828191,0.26985174994711086,0.2364261428222406,0.73876774150472,0.2410840085267297,0.2704890535033866,0.3018504802124995,0.3764511845408218,0.2888493522518844,0.34962105123369486,0.41377436238397486,0.3489348179175857,0.3302405114564381,butanol
BUT3-7,0.4277801909196504,0.2539383978771668,0.23695900525277638,0.7347220428336528,0.24084410032613093,0.27430325626454694,0.2799356765074812,0.38988211160358194,0.28889248450639143,0.3575696860528092,0.3454540644526991,0.33154933093902356,0.3133148666631367,butanol
BUT4-4,0.4311950548311754,0.2659842447298741,0.27874727788513326,0.7725511147707916,0.2703515669160639,0.2925395663083767,0.40933403840179333,0.46108535602157996,0.312660827318633,0.3235750281014658,0.4605348616482708,0.4527116471326716,0.3627041285163956,butanol
BUT4-7,0.4409487914878432,0.28937727264289653,0.297827173162568,0.7582843326786084,0.2975469828546225,0.2990663498622152,0.3021891718581233,0.5225220668089056,0.3265519683256684,0.34244312641888963,0.3216164381087189,0.40846372494801536,0.3634592103899698,butanol
BUT4-9,0.42758113723578556,0.26583520088199647,0.2904048961828895,0.7576410801070902,0.2775023759878284,0.2975496365455154,0.3956433133539021,0.47903772238840214,0.3205643068621286,0.31505367797602757,0.4309926417869349,0.45457103961526246,0.36659042099958244,butanol
BUT5-2,0.44212759019022113,0.28038424967425063,0.2946175402519195,0.7506398831723408,0.2782290668252031,0.28255747730001257,0.3511317777200608,0.4889626058510312,0.31452297597831774,0.34621839970771334,0.4249239328070995,0.4763103047122537,0.36757060535133773,butanol
BUT5-3,0.42440686698381475,0.2589642382743343,0.2807230094327248,0.7439958632930722,0.28284757853596915,0.3001278546239118,0.42004765317237375,0.4844925256817754,0.3187316379247154,0.3188287942461794,0.46552473275268663,0.4376742669774407,0.3628273164671541,butanol
BUT6-1,0.4243011672492463,0.26417671874570836,0.29415637664559663,0.7726365646737486,0.2941951117960257,0.30096654530412686,0.4085394887679786,0.4724434844028502,0.30896545094333167,0.3041920121514432,0.4575531575942145,0.4091008310056137,0.35402923329685027,butanol
BUT6-3,0.4207006637380926,0.2751915313871529,0.3095214852186429,0.7608685557445268,0.3066104334525333,0.3046854314314671,0.374490896708886,0.49237143999898203,0.32410791962001,0.303292079286642,0.449981821613872,0.42162551443954416,0.36198985656952415,butanol
BUT6-8,0.4194628450098625,0.2701929032073144,0.3065751980976144,0.7494046036103407,0.28991817878279386,0.29645048704393556,0.4123914348998574,0.49071810500786395,0.3066955349323142,0.3071562794601785,0.44806081277471793,0.4668870826499905,0.3611425509284336,butanol
BUT7-6,0.3999763988415593,0.2685153538579837,0.25637919410460386,0.6931264787045642,0.27006190477097675,0.29623889637109807,0.4718046012700115,0.5069975986852144,0.32388004289254874,0.2987982583752163,0.35787116856275847,0.47867404857284507,0.34324869171438294,butanol
BUT7-7,0.4486261910191653,0.2983492273102432,0.3025395340686137,0.7658670908091058,0.29078880285911524,0.2892011368736527,0.47186854365469877,0.51622643095014,0.31466507400877125,0.313006550753434,0.44739168312276645,0.47962180928062215,0.3651794989486044,butanol
BUT7-9,0.4508183680947145,0.28866216758437907,0.3024903709057432,0.7472743876780058,0.29565543103142317,0.3014453265859329,0.505459231045661,0.5154453371309821,0.3318550104081216,0.3256804715472051,0.4616846014761156,0.48397277066135463,0.36445551668542525,butanol
BUT9-10,0.4009187095052276,0.25465988030663106,0.32592007091204417,0.7614320990479605,0.13621455544289063,0.24692662064165197,0.536106452539305,0.5184328551695504,0.2116877974825718,0.38495622982560546,0.489113757668825,0.20950596774416455,0.34855987924097226,butanol
BUT9-7,0.3730281087046172,0.2436327941632316,0.36028764908725625,0.7373926302353411,0.26768867050262707,0.27208460730178935,0.47649510087471514,0.5199919418301852,0.2252448532918859,0.3107897969198974,0.4782696569032021,0.40358232499779817,0.3240224662617819,butanol
COUM1-2,0.1916134445644031,0.32596669135828055,0.0,0.837497124015446,0.0,0.11217458177228135,0.23695019684064253,,0.21166103476322617,0.4440570227818254,0.0,0.1057154793370093,0.0,coumarate
COUM2-3,0.3360801816000866,0.0,0.0,0.7038589130823892,0.0,0.17414703393299327,0.0,0.687049223780399,0.21299753744154448,0.0274367916544595,0.0,0.32843970935697303,0.0,coumarate
COUM2-4,0.2907236042883941,0.0,0.0,0.7241387260514323,0.0,0.19834317076549748,0.0,0.7374526188908999,0.21370820143550637,0.5370671068339676,0.0,0.3268470572839653,0.0,coumarate
COUM2-7,0.2649478869844561,0.0,0.0,0.6295242989172815,0.0,0.1665399967665151,0.0,,0.20319152602735943,0.1766866221622324,0.0,0.26765511284640114,0.0,coumarate
COUM3-1,0.4958307309592909,0.31220608248543213,0.0,0.7339956249477276,0.0,0.09122939928148989,0.0,0.7716399872813894,0.2882021754387879,0.5869985992928324,0.0,0.38365608324180944,0.0,coumarate
COUM3-10,0.46774686825215445,0.2746059236113625,0.0,0.6163655908503888,0.0,0.0,0.0,0.7122423067623502,0.0,0.5138318864233556,0.0,0.4021640725928657,0.0,coumarate
COUM3-9,0.5394413668922982,0.33491072340894995,0.0,0.7935413948223483,0.0,0.26782415158634754,0.0,0.8495995704315138,0.30255389375263714,0.18049036861297707,0.0,0.45480447506209093,0.0,coumarate
COUM4-10,0.0,0.0,0.0,0.4683477017755882,0.0,0.12926763346557296,0.04716337048960172,0.5221356004003174,0.16363024251506927,0.40762177786623893,0.24370825516916875,0.2771875881260035,0.0,coumarate
COUM4-2,0.2445743581684837,0.0,0.0,0.46366962252040556,0.0,0.13562874205166545,0.0,0.5587482703865198,0.2025559490410591,0.39853163816182946,0.24690527908346432,0.0976673522845812,0.0,coumarate
COUM4-5,0.060320288920165895,0.0,0.0,0.45205821007701913,0.0,0.15881877297326616,0.0,0.5630315919232033,0.16910978649507824,0.3889173091682346,0.2557119060781973,0.2509200264815043,0.0,coumarate
COUM5-3,0.407783524765373,0.0,0.0,0.7626082820822505,0.0,0.10973389115891984,0.0,0.8585682943583519,0.1787708345722789,0.4741288875255359,0.45328771186383965,0.24629003557055665,0.0,coumarate
COUM5-5,0.39512967849766323,0.0,0.0,0.6869783680668816,0.0,0.14304749516955897,0.0,0.7481627449563508,0.1910495765070324,0.5364930514544102,0.0,0.44183119018473094,0.0,coumarate
COUM5-8,0.297718983090495,0.0,0.0,0.6447131375942018,0.0,0.0,0.0,0.6822446963379046,0.0,0.17202915060406807,0.36477843050731484,0.34435296431201845,0.0,coumarate
COUM6-2,0.4715972945246237,0.2720048710759626,0.2951357496729931,0.6480311324373,0.0,0.22118811865428123,0.0,,0.27263026744818414,0.4627047766181078,0.0,0.40736271842689725,0.0,coumarate
COUM6-5,0.44986108841825234,0.2497651869968135,0.08662117425033337,0.6951781672935836,0.0,0.056497563748057276,0.05506335998554055,0.6740921588323193,0.22986091497066416,0.5061532767564657,0.0,0.4015826302847645,0.0,coumarate
COUM6-9,0.4771981833967929,0.25686483350386274,0.33515102029849525,0.6471388131453878,0.06968868182624736,0.2243749767340771,0.0,,0.27930078708255085,0.46676029663118285,0.0,0.46642236148049515,0.0,coumarate
COUM7-5,0.4186220393212776,0.07385325481376794,0.0,0.7731758011744025,0.0,0.224828307005686,0.0,0.6977534482949836,0.24143235023306162,0.1847748167756709,0.0,0.6312216264353849,0.0,coumarate
COUM7-6,0.4090389341757675,0.0536219025089875,0.3131186503010625,0.7345317648890827,0.0,0.22960111816949996,0.0,0.8235030355054349,0.21959660235575046,0.5192118192559626,0.0,0.5850200829953137,0.0,coumarate
COUM8-1,0.5480712170350365,0.32703334211682705,0.3095691092733395,0.7906818084215009,0.2171943815890143,0.2721359139215105,0.0,,0.25033393600406145,0.46946648554937603,0.0,0.49771641929020055,0.0,coumarate
COUM8-6,0.5530023620434718,0.29595382577647106,0.054738177741212056,0.8094753504916197,0.053926466490103596,0.2275136904687651,0.10277688431014975,0.6725485106999447,0.18312927375003277,0.1711254464399866,0.0,0.3718304203412511,0.0,coumarate
GLUT1-10,0.44949247643885365,0.28968027469175855,0.0,0.613452519244491,0.26519386402951745,0.48978859891606,0.0,0.12346693375035173,0.5031757995895069,0.4407431829861049,0.25247734359541335,0.48040618609396146,0.2510786845284205,glutarate
GLUT1-3,0.30380427202181204,0.0,0.652395957491594,0.5333011998323537,0.0,0.3776422665209833,0.21170477387991207,0.0,0.46095030712528323,0.48925591037496713,0.23645943357324026,0.39982546402313296,0.0,glutarate
GLUT1-9,0.309001113563053,0.0,0.0,0.538616024641631,0.0,0.3828886497546158,0.0,0.0,0.4665779023892771,0.515290510514022,0.1837430509584609,0.39117655690512,0.0,glutarate
GLUT2-1,0.3305878491985847,0.15798645503331585,0.543644418573142,0.4813171108362602,0.16239948827149875,0.3775190773977657,0.13036129420373477,0.10247997101391941,0.4223952313638259,0.40777497904640425,0.27766505360462407,0.39444548149244985,0.2918770621774035,glutarate
GLUT2-10,0.3336828138854284,0.0,0.5746618621451262,0.541545529223361,0.0,0.42476192202604235,0.0,0.0,0.48650859536335944,0.4891200652120862,0.2756129728634713,0.3496909861025579,0.10338075490601327,glutarate
GLUT2-9,0.34743026725162035,0.14383770329756848,0.0,0.5161627966918968,0.2133994473210547,0.39868884829459666,0.0,0.3928492333294733,0.4329508169532228,0.41949759243066936,0.18421020039277378,0.43435169582278116,0.24268236169870513,glutarate
GLUT3-5,0.38735068893019187,0.13601085697626955,0.0,0.5703222273299345,0.0,0.43628273457430183,0.0,0.4161396126445101,0.47099427760492235,0.4713721077416256,0.05273442722074633,0.2619081663940086,0.2732860339853269,glutarate
GLUT3-7,0.39117344300844037,0.11914219845406304,0.0,0.5594098112507172,0.11991491685196842,0.42956956093345955,0.0,0.43511591387015863,0.4506884145564188,0.4942594775876947,0.1852532057188319,0.2548090061105435,0.07266711335372471,glutarate
GLUT3-9,0.3400770750719932,0.17844607251141298,0.0,0.5438960742358067,0.0,0.41134611966254403,0.0,0.12774015465424723,0.44449552533086784,0.4685986139078369,0.27739407054293347,0.3806463730896119,0.21486109497134476,glutarate
GLUT4-1,0.3322471544502202,0.0,0.0,0.5138601486841613,0.25567376404871606,0.393754962906322,0.0,0.1308471304889632,0.43454036930158796,0.36865717167084283,0.31330932538712564,0.11324252315783019,0.2603622764419563,glutarate
GLUT4-10,0.4022978704237703,0.17286632156807044,0.0,0.5698816253841982,0.15733036064837938,0.4061805450999174,0.0,0.45425803661968917,0.44585470369210184,0.49593840215725593,0.0,0.2667147973937812,0.28755525484267846,glutarate
GLUT4-4,0.33680208847654985,0.0,0.0,0.49391708571242315,0.26597379846508623,0.39485485082216626,0.0,0.12762437754603143,0.43585028943522897,0.3623675709089231,0.3163900463935987,0.0,0.2640637897701786,glutarate
GLUT5-4,0.3859532975937827,0.0,0.20358336370408395,0.5595000313205967,0.0,0.33696842451621023,0.0,0.5752552998883976,0.41339258632098486,0.6187164256765723,0.0,0.5634300259833657,0.0,glutarate
GLUT5-5,0.4019060686956922,0.0,0.20207114200666956,0.5661695322829806,0.0,0.38275223690742877,0.0,0.603588175447585,0.3706707935039239,0.20107221529559685,0.0,0.6595150912835113,0.0,glutarate
GLUT5-9,0.3939247446987119,0.0,0.0,0.5504057617874968,0.0,0.10063347148631642,0.0,0.5766637941552775,0.45592740737295684,0.6309190712974772,0.0,0.6530019510814263,0.0,glutarate
GLUT6-10,0.3192465362601022,0.14325163854369016,0.070356708592132,0.4723908593511493,0.26600593460085253,0.3831850465584517,0.0,0.44789687886334023,0.4093326266061405,0.4021238156321887,0.36700673719979976,0.43790542710963215,0.27182370648654364,glutarate
GLUT6-4,0.3550900016429204,0.1807273205136969,0.15254228864686076,0.5088632514464323,0.1872268863163841,0.3816406758019925,0.13257014036960724,0.4671334995832708,0.3902845346634077,0.43480603602678447,0.30395518612358846,0.46119215865781005,0.28113766608048535,glutarate
GLUT6-5,0.35858206547894694,0.17900101811585267,0.15079242520938274,0.5144178384602872,0.21278215604035208,0.375536104045354,0.0,0.43577070207629526,0.4281109633325421,0.4323433586336287,0.3087220461488886,0.4683373165931619,0.26671530388940623,glutarate
GLUT7-2,0.3599120471705919,0.14526574393288402,0.0,0.5263428206763767,0.31669394178027527,0.42096987286428367,0.0,0.4675265355936074,0.42991888081602864,0.437414439523792,0.3340229149636305,0.47986912248158314,0.29870091662981924,glutarate
GLUT7-6,0.37185645160483993,0.1786694017378815,0.0,0.5888166372708835,0.23470725209178037,0.4070036429316464,0.13785503234249782,0.4288946655384909,0.38213985853645155,0.4230152470547151,0.3572500969269052,0.3606387919354663,0.3071647652334399,glutarate
GLUT7-7,0.3602139573490266,0.23690324900510681,0.19373274457625855,0.5149297601195437,0.19515126019608323,0.42425726582653756,0.0,0.47031441520169603,0.46851779728842063,0.4686661623171589,0.24832910321159854,0.42932803468676406,0.0,glutarate
GLUT8-5,0.3801120368137136,0.17229116833187796,0.3524320917965875,0.562908013548237,0.08278823906559553,0.4500270322699189,0.0,0.540072650110884,0.484514567770987,0.5048108612571554,0.406484366527928,0.45577524998934327,0.07134292222835154,glutarate
GLUT8-6,0.3912999372109138,0.17318062279132265,0.12633083362804345,0.6689020555519142,0.28271911173077785,0.5516954529649779,0.16340286058921275,0.6655931254657723,0.5080013810023901,0.5752119246409528,0.4178781344959652,0.3933002228005287,0.2906533762322568,glutarate
GLUT8-9,0.4121752185470185,0.20494096931608327,0.08986743664842185,0.6431447178498232,0.3032981379300785,0.5448939590009051,0.0,0.6404904203202914,0.5204828551890207,0.4851983405311365,0.41255702168405844,0.3360256169232802,0.3248964301596704,glutarate
HEXA1-1,0.44067399364881593,0.18551495238794755,0.16991018329096888,0.6767887867193064,0.062059710494436704,0.0,0.2210265699872771,0.6999206077017672,0.0,,0.2750269449962096,0.20788623639900183,0.0,hexanoate
HEXA1-4,0.38263264804944713,0.0,0.0,0.5952163421258113,0.19529499391148267,0.0,0.18860120842734993,0.68063745460982,0.0,0.6655512743691954,0.2287269349960418,0.528823004830698,0.0,hexanoate
HEXA1-5,0.41246620220286223,0.22229191403235227,0.1323983742717496,0.6868581071711475,0.2513230253694337,0.0,0.0,0.6677689774135379,0.0,,0.09440360819137754,0.17853070054213488,0.0,hexanoate
HEXA2-10,0.3577043529289208,0.05091272634523606,0.17192700103739708,0.7729189229448509,0.14508901264355603,0.0,0.0,0.5322917546082002,0.08757222663923525,0.649242985332852,0.0,0.4670010780829699,0.0,hexanoate
HEXA2-3,0.32864666263342235,0.14923885120205943,0.0,0.7716939030284712,0.0,0.03952652520352443,0.12535819374111581,0.5586777215378486,0.0,,0.49476065898965843,0.0753377760198666,0.0,hexanoate
HEXA2-9,0.3414980600467817,0.148909771413707,0.0,0.7327703513388514,0.0,0.03723634810625657,0.0,0.5204072608582084,0.0,,0.31561761256366183,0.2719447561233302,0.0,hexanoate
HEXA3-1,0.4227748286485899,0.18767118062088958,0.1930650147698957,0.6819853063785383,0.23368225976134988,0.0,0.0,0.6828216229406738,0.07088886613600365,,0.10040935833989202,0.22478316656437675,0.0,hexanoate
HEXA3-7,0.4183785745113944,0.0398446367244987,0.0,0.7513474146854667,0.18265902890726016,0.0,0.0,0.6215678459559317,0.0,0.6498798043921671,0.3716340445576209,0.3025435920833342,0.0,hexanoate
HEXA3-9,0.40757689286426796,0.042330699067258566,0.0,0.7350438012790752,0.15946864726690568,0.0,0.0,0.6025994319745962,0.0,0.6205049699585247,0.3747949631525836,0.34602396092584864,0.0,hexanoate
HEXA4-10,0.35327495561734157,0.052863459955611765,0.08047656901689226,0.790164207614538,0.1630376943924657,0.058061939798885964,0.0,0.7094118603037041,0.18035473935913304,0.6022206871011262,0.2507942859474131,0.28619548752502794,0.2375610013118422,hexanoate
HEXA4-4,0.37471402711141594,0.0609342585310261,0.0814581847228018,0.8428572306517226,0.15790415247674275,0.05362749275484993,0.0,0.6874634001765652,0.0585896799775733,0.6899059123017968,0.09547346655731558,0.2763842971878621,0.0896723248514868,hexanoate
HEXA4-7,0.34147771277037914,0.056583451201910766,0.07990485806979326,0.7561320691152918,0.17196486445902315,0.05336873481943343,0.0,0.6244471329771225,0.060239551736006335,0.3714874801899267,0.09724935280647327,0.3178462441776015,0.08887072085207039,hexanoate
HEXA6-7,0.3408191108259046,0.18102395047925215,0.24453436870318243,0.6550821420838592,0.2039812359088077,0.17160244004794775,0.0,0.49853983536992713,0.1918072044382059,0.4533752872118269,0.2863432594063018,0.3894860672761589,0.24533271142515414,hexanoate
HEXA6-9,0.3319696996143418,0.1813125364216626,0.24259663079817387,0.6493109973334125,0.20505364050376695,0.17442789675078985,0.0,0.4939247711236101,0.18375444116120834,0.4356876136200532,0.29173034764693656,0.403778553155254,0.23250239106621218,hexanoate
HEXA7-2,0.3293229523581316,0.05775322568330083,0.07781940971538404,0.8345027832353505,0.2625059314638576,0.05933379005511417,0.0,0.494990610977092,0.21479404730273885,0.5015731325711978,0.1039298651649066,0.0,0.07112546406416283,hexanoate
HEXA8-1,0.2509136239845217,0.0539819730620802,0.07185825771458983,0.6351162093346184,0.07241432955962131,0.05471627017302677,0.0,0.49608071711831314,0.0647414586493567,0.4255088489716144,0.08850732316490677,0.0,0.08334554092555546,hexanoate
HEXA8-2,0.2710594356001122,0.0491930057496582,0.0690828912629763,0.7428525640507507,0.06346979473317522,0.058950794143365265,0.0,0.19672874928151907,0.13576740167721793,0.3461039815700901,0.23728947348015617,0.30590111345675985,0.07552381833814113,hexanoate
